4	0	1	1	1	4	5	5	38	46	0.452	0	0	0	0	0	6	0	 
2	1	0	1	0	4	2	0	28	17	0.622	0	0	0	0	0	11	0.091	 
4	1	0	1	6	2	9	4	0	0	0	0	0	0	0	0	2	0.5	 
3	1	0	1	2	0	4	3	28	19	0.596	0	0	1	0	0	5	0.2	 
4	1	0	1	-4	0	7	2	2	3	0.4	0	0	0	0	0	3	0.333	 
2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	 
4	0	1	1	1	0	5	2	0	0	0	0	1	0	0	0	5	0	 
4	0	1	1	-1	2	13	12	0	0	0	0	0	0	0	0	5	0	 
3	1	0	1	1	2	2	0	0	1	0	0	0	0	0	0	1	1	 
5	0	1	1	-1	4	6	13	0	0	0	0	0	0	0	0	4	0	 
4	1	0	1	1	15	8	1	0	0	0	0	0	0	0	0	1	1	 
5	0	1	1	0	5	21	2	29	35	0.453	0	0	0	0	0	6	0	 
4	0	1	1	4	2	2	7	0	0	0	0	1	0	0	0	5	0	 
3	1	0	1	1	2	4	1	0	1	0	0	0	0	0	0	7	0.143	 
4	1	0	1	-2	0	0	2	27	29	0.482	0	0	0	0	0	4	0.25	 
5	0	1	1	-2	13	26	4	0	0	0	0	0	0	0	0	3	0	 
4	1	0	1	-4	2	8	8	0	0	0	0	0	0	0	0	5	0.2	 
4	0	1	1	-1	4	3	7	0	0	0	0	0	0	0	0	2	0	 
3	0	1	1	0	2	8	1	23	21	0.523	0	0	0	0	0	4	0	 
3	1	0	1	0	4	6	0	3	3	0.5	0	0	0	0	0	4	0.25	 
5	1	0	1	0	4	3	3	0	0	0	1	0	0	0	0	13	0.077	 
4	0	1	1	2	5	7	1	0	1	0	0	0	0	0	0	2	0	 
3	0	1	1	1	0	1	4	0	1	0	0	0	0	0	0	1	0	 
4	1	0	1	1	2	12	0	0	0	0	0	0	0	0	0	5	0.2	 
3	0	1	1	1	0	4	4	0	0	0	0	0	0	0	0	4	0	 
4	0	1	1	1	0	4	5	24	29	0.453	0	0	0	0	0	4	0	 
4	1	0	1	0	0	1	1	0	3	0	1	0	0	0	0	7	0.143	 
5	0	1	1	1	4	6	5	0	0	0	0	0	0	0	0	9	0	 
5	0	1	1	0	2	6	3	0	0	0	0	1	0	0	0	5	0	 
4	0	1	1	-2	0	5	5	0	0	0	0	0	0	0	0	11	0	 
5	1	0	1	-4	7	14	9	0	0	0	0	0	0	0	0	3	0.333	 
5	0	1	1	1	2	6	4	0	0	0	0	0	0	0	0	9	0	 
2	0	1	1	0	2	3	2	0	0	0	0	0	0	0	0	1	0	 
3	0	1	1	-1	2	1	0	0	0	0	0	0	0	0	0	4	0	 
5	1	0	1	-1	10	11	5	0	0	0	1	0	0	0	0	12	0.083	 
4	0	1	1	-2	0	9	4	0	0	0	0	0	0	0	0	8	0	 
4	0	1	1	2	2	9	8	0	0	0	0	0	0	0	0	13	0	 
5	0	1	1	-2	2	7	3	0	0	0	0	1	0	0	0	8	0	 
5	1	0	1	0	2	10	1	0	0	0	0	0	1	0	0	5	0.2	 
3	1	0	1	-2	0	7	0	0	0	0	0	0	0	0	1	7	0.143	 
5	0	1	1	-1	2	7	13	0	0	0	0	1	0	0	0	2	0	 
5	1	0	1	-3	2	10	2	0	1	0	0	0	0	0	0	5	0.2	 
4	0	1	1	-1	0	1	1	19	17	0.528	0	0	0	0	0	4	0	 
5	0	1	1	0	0	5	5	0	0	0	0	0	0	0	0	6	0	 
3	0	1	1	1	2	6	2	20	18	0.526	0	0	0	0	0	9	0	 
3	0	1	1	0	0	0	1	2	4	0.333	0	0	0	0	0	3	0	 
4	1	0	1	2	2	7	0	4	4	0.5	0	0	0	0	0	5	0.2	 
3	1	0	1	2	14	10	0	1	0	1	0	0	0	0	0	1	1	 
4	0	1	1	2	0	1	7	0	0	0	0	1	0	0	0	4	0	 
5	1	0	1	-1	4	6	8	0	0	0	0	0	0	0	1	6	0.167	 
3	0	1	1	-3	2	6	0	0	3	0	0	0	0	0	0	5	0	 
